msa_code,msa_title,state,min_long,min_lat,max_long,max_lat,center_long,center_lat,radius
C2082,"Effingham, IL MicroSA",Illinois,-88.806795,38.910847,-88.360475,39.216263,-88.58363499999999,39.063554999999994,20646
C1590,"Canton, IL MicroSA",Illinois,-90.451916,40.183812,-89.872114,40.714868,-90.162015,40.44934000000001,34392
C2280,"Fort Madison-Keokuk, IA-IL-MO MicroSA",Illinois,-91.950812,40.193086,-90.904216,40.813907,-91.427514,40.5034965,48414
C1546,"Burlington, IA-IL MicroSA",Illinois,-91.409453,40.634946,-90.785194,41.074173,-91.0973235,40.8545595,28877
C1934,"Davenport-Moline-Rock Island, IA-IL MSA",Illinois,-91.114186,41.063645,-89.856613,41.782964,-90.4853995,41.4233045,58173
C1606,"Carbondale-Marion, IL MSA",Illinois,-89.680868,37.561925,-88.706741,37.955343,-89.1938045,37.758634,45061
C3450,"Mount Vernon, IL MicroSA",Illinois,-89.149841,38.124523,-88.698961,38.476969,-88.92440099999999,38.300746000000004,22825
C2810,"Kankakee, IL MSA",Illinois,-88.251501,40.99456,-87.526206,41.298052,-87.88885350000001,41.146305999999996,33551
C2366,"Galesburg, IL MicroSA",Illinois,-90.444339,40.712361,-89.984557,41.15211,-90.214448,40.932235500000004,28479
C1994,"Dixon, IL MicroSA",Illinois,-89.632379,41.584889,-88.938679,41.911716,-89.285529,41.748302499999994,32089
C3870,"Pontiac, IL MicroSA",Illinois,-88.931476,40.61655,-88.23495,41.114218,-88.583213,40.865384,32230
C3066,"Lincoln, IL MicroSA",Illinois,-89.603598,39.91686,-89.143451,40.325344,-89.3735245,40.121102,26454
C3138,"Macomb, IL MicroSA",Illinois,-90.909756,40.276335,-90.445627,40.639201,-90.67769150000001,40.457768,23500
C1950,"Decatur, IL MSA",Illinois,-89.217874,39.652678,-88.745057,40.055344,-88.9814655,39.854011,26077
C1646,"Centralia, IL MicroSA",Illinois,-89.144388,38.473878,-88.695165,38.826299,-88.91977650000001,38.650088499999995,22823
C3790,"Peoria, IL MSA",Illinois,-89.989018,40.319212,-88.929331,41.234479,-89.4591745,40.7768455,59274
C3714,"Paducah, KY-IL MicroSA",Illinois,-89.182467,36.915486,-88.187193,37.425315,-88.68483,37.1704005,46040
C4410,"Springfield, IL MSA",Illinois,-89.995113,39.522104,-89.217437,40.160726,-89.60627500000001,39.841415,41358
C2730,"Jacksonville, IL MicroSA",Illinois,-90.646112,39.519945,-89.923955,39.87675,-90.2850335,39.6983475,33406
C4030,"Rochelle, IL MicroSA",Illinois,-89.688486,41.885463,-88.938935,42.204241,-89.3137105,42.044852000000006,34673
C2330,"Freeport, IL MicroSA",Illinois,-89.926509,42.196651,-89.396192,42.505818,-89.6613505,42.351234500000004,24531
C1918,"Danville, IL MSA",Illinois,-87.942103,39.868459,-87.526366,40.491237,-87.7342345,40.179848,40332
C4458,"Sterling, IL MicroSA",Illinois,-90.247917,41.583654,-89.628907,41.931298,-89.938412,41.757476,28634
C1954,"Decatur, IN MicroSA",Indiana,-85.073861,40.56824,-84.802093,40.922568,-84.93797699999999,40.745404,22947
C2306,"Fort Wayne, IN MSA",Indiana,-85.686574,40.566832,-84.802922,41.295373,-85.24474799999999,40.931102499999994,47181
C1802,"Columbus, IN MSA",Indiana,-86.085601,39.035896,-85.684515,39.350258,-85.885058,39.193077,20358
C2920,"Lafayette-West Lafayette, IN MSA",Indiana,-87.526589,40.214365,-86.373439,40.737589,-86.95001400000001,40.475977,53343
C2690,"Indianapolis-Carmel-Anderson, IN MSA",Indiana,-87.014727,39.048357,-85.575541,40.379799,-86.29513399999999,39.714078,86227
C3090,"Logansport, IN MicroSA",Indiana,-86.581739,40.561331,-86.165024,40.910925,-86.3733815,40.736128,22640
C3114,"Louisville/Jefferson County, KY-IN MSA",Indiana,-86.3296,37.805866,-84.866952,38.831812,-85.598276,38.318839,67660
C4546,"Terre Haute, IN MSA",Indiana,-87.658745,38.901591,-86.939981,40.148422,-87.299363,39.5250065,80747
C2314,"Frankfort, IN MicroSA",Indiana,-86.695804,40.176942,-86.242288,40.432156,-86.46904599999999,40.304548999999994,20979
C4778,"Washington, IN MicroSA",Indiana,-87.279415,38.49037,-86.904123,38.904204,-87.091769,38.697287,26800
C1714,"Cincinnati, OH-KY-IN MSA",Indiana,-85.140312,38.473039,-83.673018,39.729263,-84.406665,39.101151,81355
C2470,"Greensburg, IN MicroSA",Indiana,-85.687296,39.130844,-85.296086,39.453378,-85.491691,39.292111000000006,20888
C1214,"Auburn, IN MicroSA",Indiana,-85.194084,41.264209,-84.803588,41.530252,-84.99883600000001,41.3972305,18063
C3462,"Muncie, IN MSA",Indiana,-85.578919,40.076362,-85.214386,40.379524,-85.3966525,40.227943,19633
C2754,"Jasper, IN MicroSA",Indiana,-87.463008,38.202919,-86.678992,38.552238,-87.071,38.3775785,36267
C2114,"Elkhart-Goshen, IN MSA",Indiana,-86.062575,41.434909,-85.653461,41.760513,-85.85801799999999,41.597711000000004,21086
C1822,"Connersville, IN MicroSA",Indiana,-85.301584,39.525451,-85.034556,39.788587,-85.16807,39.657019,17041
C3198,"Marion, IN MicroSA",Indiana,-85.864813,40.378367,-85.44433,40.653667,-85.6545715,40.516017,19451
C3522,"New Castle, IN MicroSA",Indiana,-85.596945,39.786519,-85.20031,40.077143,-85.3986275,39.931831,18821
C2902,"Kokomo, IN MSA",Indiana,-86.375762,40.373635,-85.862117,40.565525,-86.1189395,40.46958,23760
C2654,"Huntington, IN MicroSA",Indiana,-85.643841,40.653129,-85.334646,41.005251,-85.4892435,40.82919,22804
C4298,"Seymour, IN MicroSA",Indiana,-86.318133,38.725026,-85.795233,39.070888,-86.05668299999999,38.897957,24188
C3150,"Madison, IN MicroSA",Indiana,-85.684078,38.586011,-85.20145,38.914004,-85.442764,38.750007499999995,22325
C3586,"North Vernon, IN MicroSA",Indiana,-85.799834,38.806986,-85.439905,39.195617,-85.6198695,39.0013015,25168
C4718,"Vincennes, IN MicroSA",Indiana,-87.756825,38.414387,-87.090694,38.907874,-87.4237595,38.6611305,31959
C4770,"Warsaw, IN MicroSA",Indiana,-86.077551,41.041878,-85.651193,41.436856,-85.864372,41.239367,25579
C3314,"Michigan City-La Porte, IN MSA",Indiana,-86.933368,41.236798,-86.486263,41.761035,-86.70981549999999,41.4989165,33950
C1326,"Bedford, IN MicroSA",Indiana,-86.684058,38.686561,-86.275281,38.992404,-86.4796695,38.8394825,19807
C3850,"Plymouth, IN MicroSA",Indiana,-86.467108,41.171426,-86.054047,41.479385,-86.2605775,41.3254055,19944
C3794,"Peru, IN MicroSA",Indiana,-86.169144,40.562649,-85.863641,40.999195,-86.0163925,40.780922000000004,28271
C1402,"Bloomington, IN MSA",Indiana,-87.054921,38.990699,-86.31738,39.473345,-86.6861505,39.232022,34117
C1882,"Crawfordsville, IN MicroSA",Indiana,-87.092563,39.864832,-86.695018,40.215048,-86.8937905,40.03994,22680
C2834,"Kendallville, IN MicroSA",Indiana,-85.654747,41.26381,-85.192094,41.526623,-85.42342049999999,41.395216500000004,21401
C2178,"Evansville, IN-KY MSA",Indiana,-88.097892,37.638376,-87.017423,38.246123,-87.5576575,37.9422495,49981
C4378,"South Bend-Mishawaka, IN-MI MSA",Indiana,-86.526682,41.432792,-85.760117,42.071484,-86.14339949999999,41.752138,41363
C1142,"Angola, IN MicroSA",Indiana,-85.196774,41.526437,-84.804687,41.760171,-85.0007305,41.643304,18137
C4734,"Wabash, IN MicroSA",Indiana,-85.946436,40.650991,-85.638587,41.046716,-85.7925115,40.848853500000004,25628
C3998,"Richmond, IN MicroSA",Indiana,-85.221136,39.714764,-84.810825,40.006357,-85.0159805,39.860560500000005,18980
C1630,"Cedar Rapids, IA MSA",Iowa,-92.299329,41.859594,-90.898014,42.299063,-91.5986715,42.0793285,64823
C4794,"Waterloo-Cedar Falls, IA MSA",Iowa,-93.027115,42.209267,-92.064096,42.907271,-92.5456055,42.558268999999996,45204
C1434,"Boone, IA MicroSA",Iowa,-94.164911,41.863083,-93.698017,42.21004,-93.931464,42.036561500000005,22469
C4474,"Storm Lake, IA MicroSA",Iowa,-95.388253,42.560309,-94.913828,42.910139,-95.1510405,42.735224,22655
C3238,"Mason City, IA MicroSA",Iowa,-93.498617,42.907495,-93.022968,43.499733,-93.26079250000001,43.203614,38354
C4398,"Spencer, IA MicroSA",Iowa,-95.388757,42.909676,-94.913444,43.255613,-95.1511005,43.0826445,22403
C1754,"Clinton, IA MicroSA",Iowa,-90.898941,41.727691,-90.140061,42.033596,-90.51950099999999,41.880643500000005,35104
C1978,"Des Moines-West Des Moines, IA MSA",Iowa,-94.744876,41.156535,-93.327886,41.863469,-94.036381,41.510002,65548
C3690,"Ottumwa, IA MicroSA",Iowa,-92.640361,40.590853,-92.178107,41.162663,-92.409234,40.876758,37031
C4402,"Spirit Lake, IA MicroSA",Iowa,-95.38809,43.255054,-94.913723,43.501196,-95.1509065,43.378125,21943
C2022,"Dubuque, IA MSA",Iowa,-91.134439,42.294634,-90.473798,42.675082,-90.8041185,42.484858,30560
C3654,"Omaha-Council Bluffs, NE-IA MSA",Iowa,-96.909112,40.78347,-95.154614,41.866308,-96.03186299999999,41.324889,81160
C3550,"Newton, IA MicroSA",Iowa,-93.348681,41.507824,-92.756508,41.863105,-93.0525945,41.685464499999995,27393
C2184,"Fairfield, IA MicroSA",Iowa,-92.179992,40.89972,-91.716042,41.163807,-91.948017,41.0317635,21461
C2698,"Iowa City, IA MSA",Iowa,-91.946939,41.161514,-91.365897,41.862035,-91.656418,41.5117745,45367
C3682,"Oskaloosa, IA MicroSA",Iowa,-92.871473,41.161048,-92.41007,41.509551,-92.6407715,41.335299500000005,22569
C3226,"Marshalltown, IA MicroSA",Iowa,-93.231972,41.862267,-92.765653,42.21014,-92.9988125,42.0362035,22529
C3470,"Muscatine, IA MicroSA",Iowa,-91.369332,41.333599,-90.783664,41.598373,-91.076498,41.465986,27092
C4358,"Sioux City, IA-NE-SD MSA",Iowa,-97.017991,42.211261,-95.669141,43.08387,-96.343566,42.6475655,62396
C1118,"Ames, IA MSA",Iowa,-93.698767,41.862572,-93.231443,42.209397,-93.465105,42.0359845,22461
C2270,"Fort Dodge, IA MicroSA",Iowa,-94.443583,42.209048,-93.93158,42.645192,-94.1875815,42.42712,28245
C1186,"Atchison, KS MicroSA",Kansas,-95.570351,39.418786,-94.968973,39.653054,-95.26966200000001,39.53592,27818
C2446,"Great Bend, KS MicroSA",Kansas,-99.03343,38.26079,-98.479507,38.696916,-98.7564685,38.478853,28244
C4862,"Wichita, KS MSA",Kansas,-98.465038,36.998546,-96.522782,38.175081,-97.49391,37.5868135,89846
C1168,"Arkansas City-Winfield, KS MicroSA",Kansas,-97.153331,36.99871,-96.5247,37.476643,-96.83901549999999,37.237676500000006,30952
C3826,"Pittsburg, KS MicroSA",Kansas,-95.088518,37.338254,-94.616724,37.674911,-94.852621,37.5065825,21824
C4114,"St. Joseph, MO-KS MSA",Kansas,-95.339959,39.53017,-94.203457,40.130096,-94.77170799999999,39.830133000000004,52573
C2994,"Lawrence, KS MSA",Kansas,-95.5019,38.738265,-95.055848,39.069783,-95.278874,38.904024,21469
C2570,"Hays, KS MicroSA",Kansas,-99.598323,38.696514,-99.0375,39.133324,-99.3179115,38.914919,28288
C2378,"Garden City, KS MicroSA",Kansas,-101.542757,37.7361,-100.225031,38.265202,-100.883894,38.000651000000005,60956
C1998,"Dodge City, KS MicroSA",Kansas,-100.227491,37.467041,-99.556119,37.914018,-99.891805,37.6905295,31056
C3684,"Ottawa, KS MicroSA",Kansas,-95.509014,38.389456,-95.056327,38.738915,-95.2826705,38.5641855,22631
C2792,"Junction City, KS MicroSA",Kansas,-96.963688,38.869704,-96.500962,39.220156,-96.732325,39.04493,22696
C4582,"Topeka, KS MSA",Kansas,-96.501722,38.433544,-95.179827,39.65318,-95.84077450000001,39.043362,78986
C2814,"Kansas City, MO-KS MSA",Kansas,-95.187963,38.025952,-93.477233,39.789058,-94.33259799999999,38.907505,114182
C3766,"Parsons, KS MicroSA",Kansas,-95.522935,36.999232,-95.073497,37.38436,-95.298216,37.191796,24941
C2138,"Emporia, KS MicroSA",Kansas,-96.357277,38.170939,-95.945661,38.739265,-96.15146899999999,38.455102,36806
C3270,"McPherson, KS MicroSA",Kansas,-97.925256,38.17336,-97.371592,38.610094,-97.648424,38.391727,28283
C1770,"Coffeyville, KS MicroSA",Kansas,-95.964748,36.999074,-95.517967,37.386668,-95.74135749999999,37.192871,25101
C4146,"Salina, KS MicroSA",Kansas,-97.931614,38.608923,-97.369839,39.306774,-97.65072649999999,38.9578485,45194
C3174,"Manhattan, KS MSA",Kansas,-96.961693,39.043232,-96.034612,39.566536,-96.4981525,39.304884,42885
C2674,"Hutchinson, KS MicroSA",Kansas,-98.473104,37.732456,-97.698692,38.173918,-98.085898,37.953187,35823
C3058,"Liberal, KS MicroSA",Kansas,-101.068112,36.997922,-100.633,37.387883,-100.850556,37.1929025,25254
C1454,"Bowling Green, KY MSA",Kentucky,-86.944939,36.628493,-85.949094,37.395123,-86.4470165,37.011808,49648
C2318,"Frankfort, KY MicroSA",Kentucky,-85.170062,37.884348,-84.725168,38.374836,-84.947615,38.129592,31765
C2398,"Glasgow, KY MicroSA",Kentucky,-86.17641,36.722722,-85.441755,37.182427,-85.8090825,36.9525745,33984
C3446,"Mount Sterling, KY MicroSA",Kentucky,-84.080527,37.818223,-83.433942,38.302707,-83.75723450000001,38.060465,31376
C3318,"Middlesborough, KY MicroSA",Kentucky,-83.957274,36.582596,-83.459459,36.955786,-83.7083665,36.769191000000006,24168
C3046,"Lexington-Fayette, KY MSA",Kentucky,-84.866003,37.72855,-83.96631,38.492922,-84.4161565,38.110736,49502
C2658,"Huntington-Ashland, WV-KY-OH MSA",Kentucky,-83.167673,37.84242,-81.696348,38.849073,-82.43201049999999,38.3457465,68061
C1922,"Danville, KY MicroSA",Kentucky,-85.039674,37.238328,-84.446719,37.717249,-84.74319650000001,37.4777885,31016
C3466,"Murray, KY MicroSA",Kentucky,-88.489117,36.497058,-88.032541,36.7507,-88.260829,36.623879,21120
C1730,"Clarksville, TN-KY MSA",Kentucky,-88.157347,36.312442,-87.113244,37.159346,-87.6352955,36.735894,54847
C3698,"Owensboro, KY MSA",Kentucky,-87.499971,37.380452,-86.622316,37.999422,-87.0611435,37.689937,40599
C4646,"Union City, TN-KY MicroSA",Kentucky,-89.571203,36.201635,-88.814016,36.650475,-89.1926095,36.426055000000005,35026
C3246,"Mayfield, KY MicroSA",Kentucky,-88.819595,36.501153,-88.484103,36.946872,-88.651849,36.7240125,28865
C2106,"Elizabethtown-Fort Knox, KY MSA",Kentucky,-86.490869,37.421996,-85.465952,38.19884,-85.9784105,37.810418,50310
C3158,"Madisonville, KY MicroSA",Kentucky,-87.851803,37.105344,-87.295369,37.569988,-87.573586,37.337666,30091
C3094,"London, KY MicroSA",Kentucky,-84.368886,36.587691,-83.566142,37.335892,-83.967514,36.961791500000004,48455
C4008,"Richmond-Berea, KY MicroSA",Kentucky,-84.525643,37.15174,-84.073764,37.917546,-84.29970349999999,37.534643,49595
C3250,"Maysville, KY MicroSA",Kentucky,-83.991605,38.456348,-83.624596,38.768182,-83.8081005,38.612265,20195
C1268,"Bardstown, KY MicroSA",Kentucky,-85.74257,37.522955,-85.150549,37.990654,-85.4465595,37.7568045,30289
C4370,"Somerset, KY MicroSA",Kentucky,-84.907062,36.867133,-84.278585,37.355729,-84.59282350000001,37.111430999999996,31642
C1582,"Campbellsville, KY MicroSA",Kentucky,-85.586992,37.192432,-85.073741,37.482951,-85.3303665,37.3376915,23742
C2918,"Lafayette, LA MSA",Louisiana,-92.737217,29.358942,-91.089465,30.498138,-91.913341,29.928539999999998,76222
C1294,"Baton Rouge, LA MSA",Louisiana,-91.823072,30.02556,-90.47368,31.044794,-91.148376,30.535176999999997,66007
C1976,"DeRidder, LA MicroSA",Louisiana,-93.741679,30.402526,-92.976748,30.88374,-93.35921350000001,30.643133,35384
C4334,"Shreveport-Bossier City, LA MSA",Louisiana,-94.043352,31.844237,-93.146446,33.01962,-93.594899,32.4319285,76120
C2934,"Lake Charles, LA MSA",Louisiana,-93.929208,29.527103,-92.614565,30.490523,-93.2718865,30.008813,62393
C3502,"Natchez, MS-LA MicroSA",Louisiana,-91.867422,30.970362,-91.153801,31.762086,-91.51061150000001,31.366224000000003,51273
C1078,"Alexandria, LA MSA",Louisiana,-92.981464,30.891362,-92.07239,31.797374,-92.526927,31.344368000000003,58675
C3538,"New Orleans-Metairie, LA MSA",Louisiana,-90.963755,28.855127,-88.758388,30.712444,-89.86107150000001,29.7837855,120284
C2638,"Houma-Thibodaux, LA MSA",Louisiana,-91.354272,28.985911,-89.998947,29.922007,-90.6766095,29.453959,62695
C4082,"Ruston, LA MicroSA",Louisiana,-92.880944,32.452959,-92.415129,32.759982,-92.64803649999999,32.6064705,21548
C1282,"Bastrop, LA MicroSA",Louisiana,-92.085617,32.50571,-91.432668,33.00799,-91.7591425,32.75685,32528
C3506,"Natchitoches, LA MicroSA",Louisiana,-93.441689,31.346733,-92.71619,32.148524,-93.07893949999999,31.7476285,51925
C3374,"Monroe, LA MSA",Louisiana,-92.734061,32.25873,-91.90328,33.014436,-92.3186705,32.636583,48941
C3666,"Opelousas, LA MicroSA",Louisiana,-92.493259,30.298817,-91.678896,30.850027,-92.08607749999999,30.574422,37671
C3402,"Morgan City, LA MicroSA",Louisiana,-91.935286,29.239606,-91.082611,29.956304,-91.5089485,29.597955,46414
C2522,"Hammond, LA MSA",Louisiana,-90.567344,30.234337,-90.160636,31.000439,-90.36399,30.617388,49614
C2286,"Fort Polk South, LA MicroSA",Louisiana,-93.578207,30.859183,-92.8238,31.364491,-93.20100350000001,31.111837,34897
C1422,"Bogalusa, LA MicroSA",Louisiana,-90.347316,30.665057,-89.726922,31.004831,-90.037119,30.834944,28698
C3034,"Lewiston-Auburn, ME MSA",Maine,-70.485288,43.90671,-69.993792,44.487217,-70.23954,44.196963499999995,37594
C3886,"Portland-South Portland, ME MSA",Maine,-70.989122,42.917126,-69.664745,44.171036,-70.3269335,43.544081000000006,81206
C1230,"Augusta-Waterville, ME MicroSA",Maine,-70.132741,44.107662,-69.372419,44.720271,-69.75258,44.4139665,39673
C1262,"Bangor, ME MSA",Maine,-69.355667,44.644023,-67.93976,46.395782,-68.64771350000001,45.5199025,113447
C1906,"Cumberland, MD-WV MSA",Maryland,-79.271695,39.237624,-78.31332,39.723037,-78.7925075,39.480330499999994,44333
C1258,"Baltimore-Columbia-Towson, MD MSA",Maryland,-77.311562,38.711099,-75.747761,39.721503,-76.5296615,39.216301,72339
C1570,"Cambridge, MD MicroSA",Maryland,-76.438814,38.05841,-75.701569,38.704185,-76.07019149999999,38.3812975,41821
C1568,"California-Lexington Park, MD MSA",Maryland,-76.874405,37.888468,-76.201477,38.513755,-76.53794099999999,38.2011115,40494
C2066,"Easton, MD MicroSA",Maryland,-76.463946,38.571895,-75.896232,38.945102,-76.18008900000001,38.7584985,26261
C2518,"Hagerstown-Martinsburg, MD-WV MSA",Maryland,-78.363484,39.264612,-77.46907,39.722877,-77.91627700000001,39.4937445,41374
C1270,"Barnstable Town, MA MSA",Massachusetts,-70.758464,41.46411,-69.858861,42.134515,-70.3086625,41.7993125,43416
C3834,"Pittsfield, MA MSA",Massachusetts,-73.50821,42.039865,-72.948677,42.745851,-73.2284435,42.392858000000004,45721
C3930,"Providence-Warwick, RI-MA MSA",Massachusetts,-71.907258,41.095834,-70.752424,42.095539,-71.329841,41.5956865,64743
C4724,"Vineyard Haven, MA MicroSA",Massachusetts,-71.051854,41.198742,-70.23433,41.560931,-70.643092,41.379836499999996,37817
C1446,"Boston-Cambridge-Newton, MA-NH MSA",Massachusetts,-71.898773,41.565851,-70.322522,43.572787,-71.1106475,42.569319,129973
C2464,"Greenfield Town, MA MicroSA",Massachusetts,-73.023709,42.303283,-72.224932,42.741135,-72.6243205,42.522209000000004,36950
C4414,"Springfield, MA MSA",Massachusetts,-73.075086,41.997685,-72.135004,42.556037,-72.60504499999999,42.276861,43487
C2609,"Holland, MI MicroSA",Michigan,-87.058716,42.415413,-85.542987,42.768937,-86.3008515,42.592175,70115
C1098,"Alpena, MI MicroSA",Michigan,-83.890439,44.855544,-82.408717,45.212778,-83.14957799999999,45.034161,68542
C2434,"Grand Rapids-Wyoming, MI MSA",Michigan,-87.107669,42.419722,-84.835305,43.468308,-85.971487,42.944015,105116
C1302,"Bay City, MI MSA",Michigan,-84.168127,43.478623,-83.698816,43.997061,-83.9334715,43.737842,33575
C4590,"Traverse City, MI MicroSA",Michigan,-86.846928,44.510314,-84.847139,45.584433,-85.84703350000001,45.0473735,92507
C3566,"Niles-Benton Harbor, MI MSA",Michigan,-87.207774,41.759487,-86.222817,42.243541,-86.7152955,42.001514,45562
C1774,"Coldwater, MI MicroSA",Michigan,-85.293645,41.759491,-84.825069,42.072903,-85.059357,41.916197,21675
C1298,"Battle Creek, MI MSA",Michigan,-85.299557,42.070366,-84.709556,42.422188,-85.0045565,42.246277,27292
C4230,"Sault Ste. Marie, MI MicroSA",Michigan,-85.240106,45.773944,-83.433558,47.04761,-84.336832,46.410776999999996,83568
C2962,"Lansing-East Lansing, MI MSA",Michigan,-85.075585,42.421428,-84.140601,43.118851,-84.608093,42.7701395,45166
C2154,"Escanaba, MI MicroSA",Michigan,-87.368011,45.32481,-86.459112,46.159159,-86.9135615,45.7419845,54034
C2702,"Iron Mountain, MI-WI MicroSA",Michigan,-88.6842,45.713063,-87.61514,46.247015,-88.14967,45.980039,49453
C2242,"Flint, MI MSA",Michigan,-83.932071,42.780821,-83.453297,43.223131,-83.692684,43.001976,28644
C1094,"Alma, MI MicroSA",Michigan,-84.845962,43.117637,-84.367756,43.466288,-84.606859,43.2919625,22579
C2588,"Hillsdale, MI MicroSA",Michigan,-84.826491,41.696118,-84.360416,42.073456,-84.59345350000001,41.884787,24437
C2634,"Houghton, MI MicroSA",Michigan,-89.68073,46.419643,-87.112114,48.306063,-88.396422,47.362853,122168
C2696,"Ionia, MI MicroSA",Michigan,-85.312578,42.769644,-84.836889,43.120213,-85.07473350000001,42.9449285,22703
C3438,"Mount Pleasant, MI MicroSA",Michigan,-85.088815,43.466006,-84.606011,43.815365,-84.84741299999999,43.640685500000004,22625
C2710,"Jackson, MI MSA",Michigan,-84.718632,42.070337,-84.130771,42.424867,-84.4247015,42.247602,27193
C2802,"Kalamazoo-Portage, MI MSA",Michigan,-87.088338,42.06928,-85.293623,42.421522,-86.1909805,42.245401,83021
C1982,"Detroit-Warren-Dearborn, MI MSA",Michigan,-84.158189,42.02793,-82.334073,43.327049,-83.24613099999999,42.6774895,84381
C1030,"Adrian, MI MicroSA",Michigan,-84.363297,41.706589,-83.763148,42.08243,-84.0632225,41.8945095,27762
C3210,"Marquette, MI MicroSA",Michigan,-88.117612,45.985102,-87.112046,47.223269,-87.614829,46.6041855,80186
C3122,"Ludington, MI MicroSA",Michigan,-87.093109,43.815556,-86.03788,44.182649,-86.5654945,43.9991025,48813
C1366,"Big Rapids, MI MicroSA",Michigan,-85.562913,43.46619,-85.084996,43.815483,-85.3239545,43.6408365,22621
C3194,"Marinette, WI-MI MicroSA",Michigan,-88.428102,44.764367,-87.127826,45.986014,-87.777964,45.3751905,79116
C3322,"Midland, MI MSA",Michigan,-84.608106,43.466006,-84.166931,43.828434,-84.3875185,43.647220000000004,23471
C1562,"Cadillac, MI MicroSA",Michigan,-85.82145,44.161375,-84.850929,44.512998,-85.33618949999999,44.3371865,44895
C3378,"Monroe, MI MSA",Michigan,-83.773922,41.723552,-83.11246,42.094286,-83.443191,41.908919,30598
C3474,"Muskegon, MI MSA",Michigan,-87.147166,43.117297,-85.790448,43.473689,-86.468807,43.295493,62760
C4098,"Saginaw, MI MSA",Michigan,-84.369977,43.128452,-83.695205,43.568899,-84.032591,43.3486755,31214
C4478,"Sturgis, MI MicroSA",Michigan,-85.791837,41.758946,-85.292058,42.071561,-85.54194749999999,41.915253500000006,23119
C3702,"Owosso, MI MicroSA",Michigan,-84.367891,42.775778,-83.922516,43.132782,-84.14520350000001,42.95428,23120
C1146,"Ann Arbor, MI MSA",Michigan,-84.134079,42.071577,-83.539396,42.435166,-83.8367375,42.2533715,27509
C3346,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",Minnesota,-94.629489,44.195836,-92.134785,46.24715,-93.382137,45.221492999999995,132847
C1342,"Bemidji, MN MicroSA",Minnesota,-95.602865,47.409613,-94.414272,48.540437,-95.0085685,47.975025,73234
C4106,"St. Cloud, MN MSA",Minnesota,-95.139856,45.282298,-93.759435,45.824252,-94.4496455,45.553275,63856
C3186,"Mankato-North Mankato, MN MSA",Minnesota,-94.786706,43.847779,-93.767735,44.456946,-94.2772205,44.1523625,47136
C3558,"New Ulm, MN MicroSA",Minnesota,-95.108777,44.107725,-94.368811,44.498218,-94.738794,44.3029715,34229
C2026,"Duluth, MN-WI MSA",Minnesota,-93.098021,46.156926,-91.549349,48.63154,-92.32368500000001,47.394233,160261
C1466,"Brainerd, MN MicroSA",Minnesota,-94.787126,46.155917,-93.773842,47.480744,-94.280484,46.8183305,85798
C2202,"Fargo, ND-MN MSA",Minnesota,-97.706174,46.628654,-96.172405,47.239977,-96.9392895,46.9343155,70950
C4034,"Rochester, MN MSA",Minnesota,-93.045966,43.50044,-91.730192,44.455321,-92.388079,43.9778805,61840
C1082,"Alexandria, MN MicroSA",Minnesota,-95.769862,45.758732,-95.138632,46.108183,-95.45424700000001,45.9334575,29199
C1066,"Albert Lea, MN MicroSA",Minnesota,-93.648563,43.499361,-93.049091,43.848463,-93.348827,43.673912,27730
C3986,"Red Wing, MN MicroSA",Minnesota,-93.041195,44.194909,-92.24201,44.714345,-92.6416025,44.454627,36969
C2910,"La Crosse-Onalaska, WI-MN MSA",Minnesota,-91.730747,43.500437,-90.910054,44.090584,-91.3204005,43.7955105,38219
C4882,"Willmar, MN MicroSA",Minnesota,-95.255375,44.89125,-94.756902,45.412993,-95.00613849999999,45.1521215,33789
C3214,"Marshall, MN MicroSA",Minnesota,-96.09347,44.19497,-95.593274,44.630794,-95.84337199999999,44.412881999999996,28224
C2678,"Hutchinson, MN MicroSA",Minnesota,-94.502395,44.629877,-94.00965,44.979784,-94.2560225,44.8048305,22793
C1238,"Austin, MN MicroSA",Minnesota,-93.049603,43.499701,-92.44893,43.848769,-92.7492665,43.674234999999996,27786
C4938,"Worthington, MN MicroSA",Minnesota,-96.05384,43.499856,-95.45203,43.849123,-95.752935,43.6744895,27838
C2226,"Fergus Falls, MN MicroSA",Minnesota,-96.28128,46.106761,-95.145669,46.718163,-95.71347449999999,46.412462,52531
C2422,"Grand Forks, ND-MN MSA",Minnesota,-97.903651,47.498625,-95.553289,48.194996,-96.72847,47.846810500000004,108724
C2206,"Faribault-Northfield, MN MicroSA",Minnesota,-93.525284,44.196051,-93.039481,44.544071,-93.2823825,44.370061,22538
C3694,"Owatonna, MN MicroSA",Minnesota,-93.406784,43.84812,-93.045336,44.196716,-93.22606,44.022418,22575
C4742,"Wahpeton, ND-MN MicroSA",Minnesota,-97.2807,45.935196,-96.264647,46.631717,-96.7726735,46.2834565,47001
C4910,"Winona, MN MicroSA",Minnesota,-92.079498,43.846825,-91.284138,44.193153,-91.68181799999999,44.019989,36792
C1842,"Corinth, MS MicroSA",Mississippi,-88.823541,34.755573,-88.363531,34.996099,-88.593536,34.875836,21279
C3262,"McComb, MS MicroSA",Mississippi,-91.095398,30.998909,-90.259555,31.350274,-90.67747650000001,31.1745915,38665
C1738,"Cleveland, MS MicroSA",Mississippi,-91.234608,33.529269,-90.656909,34.120777,-90.9457585,33.825023,38307
